id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review
3703037,18876264,Manhattan,Upper West Side,Entire home/apt,,30,0,
2521670,6723969,Brooklyn,Crown Heights,Entire home/apt,,30,2,2014-04-21
2904571,6789600,Brooklyn,Carroll Gardens,Entire home/apt,,30,2,2015-08-07
22338613,52593822,Manhattan,Harlem,Entire home/apt,,30,0,
21950012,53829616,Manhattan,Hell's Kitchen,Entire home/apt,,30,1,2018-01-01
22360657,48858084,Manhattan,Greenwich Village,Entire home/apt,,30,0,
22392030,151728547,Manhattan,Upper West Side,Entire home/apt,,30,0,
22862864,138706642,Manhattan,Nolita,Private room,,30,1,2018-02-03
22436168,22507599,Brooklyn,Crown Heights,Private room,,30,0,
4768030,24598868,Manhattan,East Harlem,Private room,,30,0,
3836180,19758346,Manhattan,West Village,Entire home/apt,,30,5,2016-06-19
4814075,24793480,Manhattan,East Village,Private room,,30,0,
22208315,55324782,Manhattan,Upper West Side,Private room,,30,1,2018-01-01
4612401,21906247,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
29125444,52083976,Manhattan,Murray Hill,Entire home/apt,,30,0,
1080563234569887520,89821627,Manhattan,Midtown,Private room,150.0,30,0,
27958130,25710035,Brooklyn,Bushwick,Private room,,30,1,2018-10-31
26362898,37072476,Brooklyn,Bushwick,Private room,,30,0,
29922930,64802660,Manhattan,Midtown,Entire home/apt,,184,0,
28223260,15717497,Manhattan,Upper West Side,Entire home/apt,,30,0,
26744053,200933726,Bronx,Allerton,Private room,,30,0,
25834425,10387797,Manhattan,Gramercy,Entire home/apt,,30,1,2018-06-30
25870448,5368201,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,0,
30101694,4750332,Manhattan,Hell's Kitchen,Entire home/apt,,180,0,
29539252,222425618,Bronx,Soundview,Private room,,30,0,
29565064,217293060,Manhattan,Greenwich Village,Entire home/apt,,31,0,
29628681,223027077,Manhattan,Upper East Side,Entire home/apt,,30,2,2018-12-30
24919398,43954564,Brooklyn,Bushwick,Private room,,30,0,
28760750,216943992,Manhattan,Hell's Kitchen,Private room,,30,0,
28784319,176406553,Queens,Jackson Heights,Private room,,30,0,
27528935,193502084,Brooklyn,Borough Park,Private room,,30,12,2019-03-23
29760740,193502084,Brooklyn,Borough Park,Private room,,30,5,2019-03-18
25029794,17145227,Manhattan,East Village,Entire home/apt,,30,4,2019-10-20
28992518,218526982,Manhattan,Lower East Side,Entire home/apt,,30,11,2019-07-07
29686576,13392472,Manhattan,Lower East Side,Entire home/apt,,30,69,2020-03-21
27746387,27780735,Brooklyn,Bushwick,Entire home/apt,,30,2,2018-12-23
30823647,147256857,Brooklyn,Greenpoint,Private room,,30,0,
31172569,224126362,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,0,
31332746,221574115,Brooklyn,Bensonhurst,Private room,,30,0,
35196872,228132014,Manhattan,Lower East Side,Private room,,30,0,
31518329,2983302,Queens,Ditmars Steinway,Private room,,30,0,
30322497,137665954,Manhattan,West Village,Entire home/apt,,30,1,2018-12-17
30352862,64934891,Manhattan,East Village,Private room,,30,0,
34056679,254112876,Manhattan,East Harlem,Private room,,30,14,2020-01-01
30393427,228223819,Queens,Ridgewood,Private room,,30,0,
37467145,9640446,Brooklyn,Greenpoint,Shared room,,30,0,
37718522,148599649,Manhattan,East Harlem,Private room,,30,56,2021-03-22
42115999,183272436,Manhattan,Harlem,Private room,,30,0,
37940346,287546971,Brooklyn,Crown Heights,Private room,,30,0,
40008777,108252768,Brooklyn,Bushwick,Private room,,30,0,
42194646,26877037,Brooklyn,Sheepshead Bay,Entire home/apt,,30,0,
41010459,319453843,Manhattan,Harlem,Entire home/apt,,30,0,
40181084,307784227,Bronx,Wakefield,Private room,,30,0,
41048204,6997654,Manhattan,Upper East Side,Entire home/apt,,30,2,2020-01-05
41036391,201543093,Brooklyn,Sunset Park,Private room,,30,0,
38456813,59169595,Brooklyn,Carroll Gardens,Entire home/apt,,30,2,2019-12-30
40419375,312410720,Brooklyn,Sunset Park,Private room,,30,1,2020-02-03
38584735,109716638,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
40513927,312699480,Manhattan,East Harlem,Private room,,30,0,
40624423,314533486,Manhattan,Hell's Kitchen,Shared room,,30,2,2020-02-17
50519901,408165393,Brooklyn,Flatlands,Private room,,30,0,
52553466,423873487,Manhattan,Midtown,Entire home/apt,,1,52,2023-01-20
50873649,36575841,Brooklyn,Bushwick,Private room,,30,1,2021-07-11
44063431,45068560,Manhattan,Upper East Side,Entire home/apt,,120,0,
49176281,237012544,Brooklyn,Canarsie,Private room,,30,1,2021-05-05
44463474,154506785,Brooklyn,Williamsburg,Entire home/apt,,30,0,
49465882,210642957,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,,30,2,2021-05-19
53366287,60532076,Brooklyn,East Flatbush,Entire home/apt,,30,0,
45087157,10454742,Manhattan,East Harlem,Entire home/apt,,30,0,
47232956,311340454,Queens,Sunnyside,Entire home/apt,,30,0,
1047936827694607886,2695722,Queens,Flushing,Private room,54.0,30,0,
47370088,51439340,Manhattan,Hell's Kitchen,Entire home/apt,,30,3,2021-08-09
45485378,367724384,Manhattan,Harlem,Private room,,30,1,2020-10-30
51903949,10806025,Manhattan,Harlem,Private room,,30,23,2023-09-05
45842595,200239515,Queens,Woodside,Private room,,30,0,
48081712,138994918,Manhattan,East Harlem,Private room,,30,0,
556637820525993937,443906271,Queens,Flushing,Private room,45.0,30,0,
777572930730588568,474691192,Bronx,Allerton,Private room,,30,0,
39411592,214922940,Queens,Flushing,Private room,70.0,30,0,
54057539,270554496,Brooklyn,Bedford-Stuyvesant,Private room,,30,3,2023-01-01
788537271422081521,55086196,Brooklyn,Williamsburg,Entire home/apt,,30,5,2023-08-17
813700516397481290,56865116,Manhattan,Hell's Kitchen,Entire home/apt,,30,0,
763925205378424299,244505851,Queens,Jamaica,Private room,,30,4,2023-01-14
720247617339715118,24558222,Manhattan,Upper West Side,Entire home/apt,,30,0,
643339344703990354,34161028,Brooklyn,Williamsburg,Private room,,30,2,2023-07-15
570245065716823858,91156145,Queens,Kew Gardens Hills,Private room,700.0,30,1,2022-08-04
654726207711039975,94689282,Manhattan,Tribeca,Private room,,30,0,
770566178748431390,5238263,Manhattan,Harlem,Entire home/apt,,30,0,
737077373962465110,393235488,Brooklyn,East Flatbush,Entire home/apt,,30,0,
54694,27848,Queens,Jamaica,Private room,,30,62,2018-01-01
987616,4018660,Brooklyn,Cobble Hill,Entire home/apt,,30,11,2016-08-20
71384,365153,Brooklyn,Greenpoint,Entire home/apt,,30,48,2014-05-13
855858117414211119,377158715,Bronx,Fordham,Private room,,30,0,
862322431639063003,151183,Manhattan,Chelsea,Entire home/apt,,30,0,
228925,1194377,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,8,2021-07-29
892463,1758019,Manhattan,Greenwich Village,Entire home/apt,,30,9,2015-03-30
952784702776622019,215565541,Brooklyn,Williamsburg,Private room,,1,6,2023-11-19
1146548462465101629,243288727,Manhattan,Midtown,Entire home/apt,190.0,30,0,
1078601786069704935,558734210,Brooklyn,Cypress Hills,Private room,,30,0,
2329047,9754117,Manhattan,Upper West Side,Entire home/apt,,30,0,
2392814,12223914,Manhattan,Lower East Side,Private room,,30,0,
4479556,23243453,Queens,Long Island City,Entire home/apt,,30,1,2015-01-04
35496842,127836236,Bronx,Williamsbridge,Entire home/apt,70.0,30,73,2024-06-07
4006264,942933,Manhattan,Harlem,Entire home/apt,,30,1,2014-09-25
1589248,8255208,Brooklyn,Williamsburg,Entire home/apt,,30,0,
4846877,6706914,Brooklyn,Crown Heights,Private room,,30,1,2015-01-04
4853287,23621417,Brooklyn,Williamsburg,Entire home/apt,,30,0,
1876969,9582999,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,0,
1886240,9813233,Manhattan,SoHo,Entire home/apt,,30,0,
4619579,23929065,Manhattan,West Village,Entire home/apt,,30,0,
4629726,23971405,Queens,Kew Gardens,Entire home/apt,,30,1,2016-01-02
4172633,21652004,Queens,Astoria,Entire home/apt,,30,1,2017-07-03
2043329,10478532,Manhattan,Hell's Kitchen,Entire home/apt,,30,11,2015-05-27
4227018,21937306,Brooklyn,Williamsburg,Shared room,,30,0,
4263488,7651028,Manhattan,Hell's Kitchen,Entire home/apt,,30,0,
2116940,2715062,Manhattan,Little Italy,Entire home/apt,,30,4,2016-11-05
4707159,529546,Manhattan,Hell's Kitchen,Private room,,30,1,2014-12-27
4350406,1717520,Manhattan,East Village,Entire home/apt,,30,0,
2204672,11249304,Brooklyn,Crown Heights,Private room,,30,0,
726038186245781989,88326292,Queens,Rockaway Beach,Entire home/apt,73.0,30,9,2023-08-26
891259523090721267,451251460,Bronx,Schuylerville,Entire home/apt,72.0,120,0,
1000972009684425031,95344065,Brooklyn,Sheepshead Bay,Private room,45.0,30,1,2023-11-19
906708901829665684,230705060,Queens,East Elmhurst,Entire home/apt,105.0,30,0,
552782382741181875,24765924,Queens,East Elmhurst,Private room,50.0,30,0,
5729530,29707420,Manhattan,Upper East Side,Entire home/apt,,30,0,
48194167,388818764,Bronx,University Heights,Private room,,30,2,2021-03-21
48738829,391638914,Brooklyn,Bushwick,Private room,,30,0,
37557533,283679638,Queens,Briarwood,Entire home/apt,,31,0,
1224652167402740564,551130565,Brooklyn,Park Slope,Entire home/apt,191.0,30,0,
3533741,17791294,Manhattan,Hell's Kitchen,Private room,,30,0,
54263674,438952657,Manhattan,Upper East Side,Entire home/apt,100.0,30,10,2024-06-22
1097848686671487952,563247594,Manhattan,East Harlem,Private room,57.0,30,0,
736216685759993219,9054033,Brooklyn,Williamsburg,Private room,84.0,30,0,
595025950780985584,277982559,Queens,South Ozone Park,Entire home/apt,98.0,30,0,
583325206900651137,443243931,Queens,Ridgewood,Private room,46.0,30,0,
714525159374684074,183178516,Queens,Forest Hills,Entire home/apt,338.0,30,0,
836466517534567973,110858930,Queens,Springfield Gardens,Entire home/apt,185.0,30,0,
39340734,8977237,Brooklyn,Carroll Gardens,Private room,75.0,90,0,
820166028658823579,439066367,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90.0,30,51,2024-08-18
7740527,40684968,Manhattan,Harlem,Private room,,30,1,2015-08-09
10656360,55036405,Manhattan,Upper East Side,Shared room,,30,0,
9312190,6930315,Bronx,Concourse,Entire home/apt,,30,0,
6982967,36613427,Brooklyn,Prospect-Lefferts Gardens,Private room,,30,0,
11700121,1640615,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,1,2016-07-19
17481484,118430352,Brooklyn,Crown Heights,Private room,,30,0,
18039329,124106675,Manhattan,Lower East Side,Entire home/apt,,30,2,2017-05-03
15801194,12495861,Manhattan,Upper West Side,Private room,,30,0,
20483387,6824234,Brooklyn,Bedford-Stuyvesant,Private room,,30,1,2018-01-03
784294277993627702,491834352,Brooklyn,Sheepshead Bay,Private room,600.0,30,3,2023-03-21
803150657798963011,465479887,Brooklyn,East Flatbush,Private room,79.0,30,1,2023-02-08
1169296521633718073,240298366,Brooklyn,Crown Heights,Entire home/apt,110.0,30,0,
46671693,234331642,Brooklyn,Greenpoint,Private room,72.0,30,5,2023-06-03
710385606950283114,274452385,Bronx,Belmont,Private room,82.0,30,40,2023-08-21
27437662,206774126,Manhattan,Harlem,Entire home/apt,,30,0,
29740134,30240946,Manhattan,Washington Heights,Private room,,30,0,
25082817,130354635,Brooklyn,Sheepshead Bay,Entire home/apt,,30,0,
27759146,209549523,Manhattan,Midtown,Shared room,,30,122,2020-03-31
30120427,50319699,Queens,Astoria,Entire home/apt,,30,2,2019-05-06
31894643,27547703,Brooklyn,Brooklyn Heights,Entire home/apt,,30,2,2019-06-09
40708764,36711390,Brooklyn,Williamsburg,Private room,,30,1,2020-01-01
39424633,218336964,Queens,Elmhurst,Private room,,30,7,2020-03-23
39631364,57457584,Brooklyn,Bushwick,Entire home/apt,,30,1,2020-01-01
39633723,242393668,Queens,Ridgewood,Private room,,30,0,
42054081,183375401,Queens,Howard Beach,Private room,,30,0,
39937438,307575749,Manhattan,Chelsea,Entire home/apt,,30,0,
36204465,272265146,Brooklyn,Bushwick,Private room,,30,1,2019-07-14
43422411,6752504,Brooklyn,Gravesend,Entire home/apt,,30,0,
38105387,159358124,Manhattan,Hell's Kitchen,Entire home/apt,,30,0,
29800915,224206042,Bronx,Allerton,Entire home/apt,59.0,30,62,2023-10-23
42381143,337103567,Manhattan,Hell's Kitchen,Entire home/apt,,31,0,
36602945,274792241,Manhattan,Washington Heights,Private room,,30,16,2019-12-31
41352511,325084969,Bronx,Tremont,Private room,,30,0,
38984304,298691341,Queens,Jackson Heights,Private room,,30,0,
42774089,28299758,Brooklyn,Carroll Gardens,Entire home/apt,,30,0,
46180394,309612914,Queens,East Elmhurst,Private room,,30,0,
50486817,223558519,Brooklyn,Prospect-Lefferts Gardens,Private room,,30,40,2022-04-22
48298348,309612914,Queens,East Elmhurst,Private room,,30,6,2022-02-20
52553202,423873487,Manhattan,Midtown,Entire home/apt,,1,27,2023-01-21
52553524,423873487,Manhattan,Midtown,Entire home/apt,,1,57,2022-12-19
43637634,50893272,Manhattan,Chelsea,Entire home/apt,,30,0,
43699905,227596527,Brooklyn,Park Slope,Entire home/apt,,30,0,
48913889,7049728,Manhattan,Financial District,Entire home/apt,,30,10,2021-08-16
43822047,346595421,Brooklyn,Sheepshead Bay,Entire home/apt,,30,0,
49030864,391013997,Queens,Elmhurst,Private room,,30,0,
51214015,106921037,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,0,
44058636,184146557,Queens,Flushing,Private room,,30,0,
44376319,345709132,Brooklyn,Crown Heights,Private room,,30,0,
49441328,346283145,Brooklyn,East Flatbush,Private room,,30,0,
53370561,188830760,Queens,Flushing,Private room,,30,0,
44677711,26055080,Queens,Woodside,Private room,,30,5,2021-01-31
1167308666261923584,524257147,Queens,Jamaica,Private room,144.0,30,0,
47469926,260029999,Manhattan,East Village,Private room,,30,0,
50230422,405475955,Brooklyn,Bedford-Stuyvesant,Entire home/apt,,30,0,
45891693,3805240,Brooklyn,Bushwick,Private room,,30,0,
46005473,74054267,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
52397728,7722968,Brooklyn,Borough Park,Private room,,30,0,
803650915671560668,479353659,Brooklyn,Bedford-Stuyvesant,Private room,,30,21,2023-10-08
597137689589326557,15531096,Queens,East Elmhurst,Private room,,30,0,
808440915774530503,305240193,Manhattan,Upper West Side,Private room,,30,0,
781375615513612622,418151816,Queens,Ditmars Steinway,Entire home/apt,,30,8,2023-07-08
724517724355614663,417806601,Queens,Jamaica Estates,Private room,66.0,30,0,
968830288719518320,508069393,Bronx,Throgs Neck,Shared room,280.0,30,0,
548999032692933239,54582219,Manhattan,Harlem,Private room,,30,0,
43530040,122363368,Bronx,Baychester,Entire home/apt,66.0,30,0,
751699636457395715,284126288,Queens,Flushing,Private room,70.0,30,0,
655276640634508542,444665862,Brooklyn,Williamsburg,Private room,,30,0,
564251310292031944,105150325,Queens,Richmond Hill,Entire home/apt,,30,0,
1099961724205695709,555538068,Manhattan,Midtown,Private room,,1,1,2024-05-18
838047027381953926,375556460,Bronx,Westchester Square,Private room,,30,0,
89427,116599,Brooklyn,Clinton Hill,Entire home/apt,,30,0,
925972240218569260,76437430,Manhattan,East Village,Entire home/apt,,30,0,
866730343707283334,7000342,Manhattan,Nolita,Entire home/apt,,30,0,
231154,27848,Queens,Jamaica,Private room,,30,31,2018-10-14
250537,1313306,Manhattan,Harlem,Entire home/apt,,30,0,
1045137924335303116,45362849,Manhattan,East Village,Entire home/apt,,30,0,
1063244517755537780,426695342,Brooklyn,Kensington,Private room,,30,0,
1113150723967169156,527694940,Manhattan,East Village,Entire home/apt,,30,1,2024-04-28
4392066,5605897,Brooklyn,Williamsburg,Private room,,30,0,
2271504,11598359,Brooklyn,Clinton Hill,Entire home/apt,,30,0,
4422017,22954228,Brooklyn,Prospect-Lefferts Gardens,Private room,,30,7,2016-01-06
2294594,11721588,Manhattan,Midtown,Private room,,30,0,
2310008,5019619,Manhattan,Chinatown,Private room,,30,4,2015-02-22
4447611,10471097,Manhattan,Gramercy,Entire home/apt,,30,0,
3780746,19395095,Manhattan,Hell's Kitchen,Private room,,30,0,
2532068,12967572,Manhattan,Upper West Side,Private room,,30,0,
5277117,6023360,Brooklyn,Crown Heights,Private room,,30,1,2015-05-16
2636396,13499885,Manhattan,East Village,Private room,,30,5,2016-05-30
2788298,14262697,Brooklyn,Fort Greene,Entire home/apt,,30,1,2015-05-19
1215836,6533489,Brooklyn,Crown Heights,Entire home/apt,,30,1,2017-06-22
2055467,10526877,Manhattan,East Village,Entire home/apt,,30,0,
21818110,159027993,Queens,Flushing,Private room,48.0,30,22,2022-10-12
839233785270413877,335040889,Queens,Far Rockaway,Private room,40.0,30,0,
781954441500424897,490745099,Manhattan,Upper West Side,Entire home/apt,,30,6,2023-05-08
6359266,33128992,Manhattan,Morningside Heights,Private room,,30,0,
27361805,3508047,Brooklyn,Bushwick,Private room,,30,2,2018-08-27
31383493,166432964,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
937880575429081454,488152765,Queens,Sunnyside,Entire home/apt,199.0,30,0,
815196047046719915,349262538,Brooklyn,Brownsville,Entire home/apt,223.0,30,16,2023-11-12
820361475735199804,179026754,Brooklyn,Williamsburg,Entire home/apt,159.0,30,4,2024-08-13
1208037661418104948,567823530,Queens,Corona,Private room,97.0,30,0,
765990025204967594,488767748,Brooklyn,Bay Ridge,Private room,71.0,30,20,2023-10-01
10824871,12485770,Manhattan,SoHo,Entire home/apt,120.0,30,7,2023-07-29
1121085081120589834,51501835,Manhattan,Little Italy,Entire home/apt,175.0,30,0,
15106603,9280524,Manhattan,Upper West Side,Entire home/apt,,30,1,2016-10-23
45524309,305240193,Manhattan,Harlem,Private room,60.0,30,0,
38609434,293483235,Brooklyn,East Flatbush,Private room,120.0,30,1,2019-10-15
973379136714119879,535538968,Brooklyn,Cypress Hills,Private room,45.0,30,0,
1032106564091058063,358711239,Manhattan,Harlem,Entire home/apt,100.0,30,0,
1177479478277828907,533234561,Manhattan,Upper East Side,Private room,99.0,30,0,
790126950595547841,3869,Manhattan,Upper West Side,Entire home/apt,155.0,30,0,
45494351,305240193,Manhattan,Chinatown,Private room,97.0,30,0,
1151565053985705122,18875522,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250.0,30,0,
9821183,49897449,Brooklyn,Bushwick,Private room,,30,0,
649219147279911928,457828432,Brooklyn,Brownsville,Private room,37.0,30,1,2024-07-29
20815250,12099193,Brooklyn,Greenpoint,Entire home/apt,,30,0,
20000421,64018594,Manhattan,Harlem,Private room,,30,3,2017-08-16
24852797,8330049,Brooklyn,Bushwick,Entire home/apt,,30,4,2018-11-15
21827355,89158733,Manhattan,Two Bridges,Private room,,30,0,
34596689,242603381,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
42871912,341381811,Queens,Astoria,Private room,,30,0,
42156706,234351695,Manhattan,Murray Hill,Entire home/apt,,30,0,
21907916,4076045,Queens,Astoria,Private room,,30,0,
22290580,162914079,Manhattan,East Village,Private room,,30,1,2018-01-02
690047987002271294,61391963,Manhattan,Upper East Side,Entire home/apt,,30,1,2023-02-28
22671517,3428456,Brooklyn,DUMBO,Private room,,30,0,
22308824,56704653,Manhattan,East Harlem,Entire home/apt,,30,0,
734163041073833570,40130852,Brooklyn,Williamsburg,Entire home/apt,,30,0,
1099961726090293970,555538068,Manhattan,Midtown,Private room,,1,1,2024-06-09
1102889669594920147,555687103,Manhattan,Theater District,Private room,,30,0,
22356093,39150374,Manhattan,Greenwich Village,Private room,,30,0,
23952724,121379512,Bronx,Longwood,Private room,,30,0,
880322589423595487,485816462,Brooklyn,Bushwick,Private room,,30,29,2023-09-01
952770872245256198,215565541,Brooklyn,Williamsburg,Private room,,1,8,2024-02-04
324800,1661965,Brooklyn,Williamsburg,Entire home/apt,,30,25,2018-12-22
